"","Timestamp","Age","Gender","Country","State","self.emplyed","family.history","seek.treatment","MH.interferes.work","company.size","work.remotely","tech.company","MH.benefits","know.care.options","employer.discussed.MH.wellness","employer.privode.resources","anonymity.protected","easy.leave","MH.discuss.neg.consq","PH.discuss.neg.consq","discuss.MH.coworkers","discuss.MH.supervisor","MH.inerview","PH.inerview","serious","MH.neg.cons"
"266",2014,32,"M","United States","NV","No","No","No",NA,"6-25","No","Yes","No","Yes","No","Don't know","Don't know","Very easy","No","No","Some of them","Yes","No","Maybe","Don't know","No"
"267",2014,41,"M","United States","AL","No","No","Yes","Sometimes","26-100","Yes","Yes","Yes","Yes","Don't know","No","Don't know","Very easy","No","No","Yes","Yes","Yes","Yes","Yes","No"
"268",2014,32,"M","United Kingdom",NA,"Yes","Yes","Yes","Sometimes","1-5","Yes","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Very easy","Maybe","Maybe","Yes","Some of them","Maybe","Maybe","Don't know","Yes"
"269",2014,37,"F","United States","CA","No","Yes","Yes","Often","26-100","No","Yes","Yes","Yes","No","No","Yes","Don't know","Maybe","No","Some of them","Some of them","No","Yes","Don't know","No"
"270",2014,32,"M","United States","CO","No","No","No","Never","6-25","Yes","Yes","No","No","No","No","Don't know","Very easy","No","No","Yes","Yes","No","No","Don't know","No"
"271",2014,30,"M","Ireland",NA,"Yes","No","No","Sometimes","1-5","Yes","Yes","No","No","No","No","Don't know","Somewhat difficult","No","No","Some of them","Some of them","No","Maybe","No","No"
"272",2014,23,"F","United States","MN","No","Yes","Yes","Never","100-500","No","No","Yes","No","Don't know","Don't know","Yes","Don't know","No","No","Some of them","Yes","Maybe","Maybe","Yes","No"
"273",2014,30,"M","United States","NJ","No","No","No",NA,"More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Very easy","No","No","Some of them","Yes","No","No","Yes","No"
"274",2014,34,"M","United Kingdom",NA,"No","No","No","Sometimes","26-100","No","Yes","No","Yes","No","No","Don't know","Somewhat easy","Maybe","Maybe","Yes","Some of them","No","No","Don't know","No"
"275",2014,38,"M","United States","PA","No","No","Yes","Rarely","26-100","Yes","Yes","Yes","No","No","No","Don't know","Don't know","Yes","No","No","No","No","Maybe","No","No"
"276",2014,33,"M","Canada",NA,"No","No","No",NA,"100-500","No","Yes","Yes","No","Yes","Yes","Yes","Don't know","No","No","Some of them","Yes","No","No","Don't know","No"
"277",2014,34,"M","United States","MO","No","No","No",NA,"26-100","No","No","Yes","No","No","No","Don't know","Don't know","Maybe","No","Some of them","No","No","No","Don't know","No"
"278",2014,28,"M","Colombia",NA,"No","No","No","Sometimes","6-25","No","Yes","No","Yes","No","No","Don't know","Somewhat easy","Maybe","Maybe","No","Some of them","No","No","Don't know","No"
"279",2014,28,"M","United States","MN","No","No","Yes","Rarely","100-500","No","No","Yes","Yes","Yes","Don't know","Don't know","Very easy","Maybe","No","Some of them","Some of them","No","No","Yes","No"
"280",2014,23,"M","United States","PA","No","Yes","No","Sometimes","100-500","No","Yes","Don't know","No","No","Don't know","Don't know","Don't know","Maybe","No","Some of them","No","No","Maybe","No","No"
"281",2014,22,"M","Australia",NA,"Yes","Yes","Yes","Sometimes","6-25","Yes","Yes","Don't know","Not sure","Yes","Yes","Don't know","Somewhat easy","Maybe","No","Some of them","Yes","No","Yes","No","Yes"
"282",2014,27,"M","Portugal",NA,"No","No","No","Never","6-25","No","Yes","No","No","No","No","Yes","Don't know","Yes","No","No","No","No","Maybe","Don't know","No"
"283",2014,18,"M","United States","TX","No","No","Yes","Sometimes","6-25","No","Yes","Don't know","No","No","Don't know","Don't know","Don't know","Yes","No","No","No","No","Maybe","Don't know","No"
"284",2014,35,"M","United States","NY","No","Yes","Yes","Sometimes","26-100","No","Yes","Yes","Yes","No","No","Yes","Somewhat difficult","Yes","No","No","Some of them","No","Maybe","Don't know","No"
"285",2014,25,"M","Canada",NA,"No","No","No",NA,"100-500","No","No","Don't know","Not sure","No","No","Don't know","Don't know","No","No","Some of them","Some of them","No","Yes","No","No"
"286",2014,27,"M","United Kingdom",NA,"No","Yes","Yes","Sometimes","6-25","No","Yes","No","No","No","No","Yes","Somewhat easy","Maybe","Maybe","Yes","Yes","Yes","Yes","Yes","No"
"287",2014,26,"F","United States","WA","No","Yes","Yes","Rarely","More than 1000","No","Yes","Yes","Not sure","Don't know","Don't know","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","No","Don't know","No"
"288",2014,18,"M","United States","WA","No","No","No","Never","26-100","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Very easy","No","No","Some of them","Some of them","No","Maybe","Yes","No"
"289",2014,38,"F","United States","TX","No","No","Yes","Sometimes","1-5","No","Yes","No","Yes","No","No","Don't know","Don't know","No","Maybe","Some of them","No","No","No","Don't know","Yes"
"290",2014,26,"F","United States","TX","No","Yes","Yes","Rarely","More than 1000","Yes","Yes","Yes","Yes","Yes","Don't know","Don't know","Somewhat easy","Maybe","No","Some of them","No","No","No","Don't know","No"
"291",2014,30,"M","Switzerland",NA,"Yes","No","No","Never","1-5","No","Yes","No","No","No","No","No","Somewhat easy","No","No","Yes","Yes","No","No","Yes","No"
"292",2014,35,"M","United States","CA","No","No","No","Never","More than 1000","No","Yes","Don't know","No","No","Don't know","Don't know","Don't know","Yes","Maybe","Some of them","Some of them","No","No","Don't know","No"
"293",2014,45,"M","United States","NY","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","Don't know","Don't know","Yes","Don't know","Maybe","No","Some of them","Some of them","No","Maybe","Don't know","No"
"294",2014,32,"M","United States","CA","No","No","No","Never","More than 1000","No","Yes","Yes","No","No","Don't know","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","No","Don't know","No"
"295",2014,56,"M","United States",NA,"No","No","Yes","Never","More than 1000","No","Yes","Yes","Not sure","Don't know","Don't know","Don't know","Don't know","No","Maybe","Yes","Some of them","No","Maybe","Don't know","No"
"296",2014,24,"F","United States","CA","No","No","No",NA,"500-1000","No","Yes","Don't know","Not sure","No","Don't know","Don't know","Don't know","Maybe","Maybe","Some of them","No","No","Maybe","No","No"
"297",2014,30,"F","United States","SC","No","Yes","Yes","Sometimes","26-100","No","Yes","Yes","Yes","Yes","Don't know","Don't know","Very easy","No","No","Yes","Yes","No","Yes","Yes","No"
"298",2014,60,"M","United States","CA","No","No","No",NA,"More than 1000","No","Yes","Yes","No","Don't know","Yes","Don't know","Don't know","No","No","Some of them","Yes","Maybe","Maybe","Yes","No"
"299",2014,33,"M","United States","CA","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Yes","No","Yes","Yes","Don't know","Don't know","Yes","No","No","No","No","Maybe","Don't know","No"
"300",2014,37,"M","United States","NY","No","No","No","Never","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Don't know","Don't know","No","No","Some of them","Yes","Maybe","Maybe","Don't know","No"
"301",2014,23,"F","United States","NY","No","No","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Don't know","Don't know","No","No","Some of them","Some of them","No","No","Yes","No"
"302",2014,31,"F","United States","CA","No","No","Yes","Sometimes","More than 1000","No","Yes","Yes","Not sure","Don't know","Don't know","Yes","Somewhat easy","No","No","Yes","Yes","No","No","Yes","No"
"303",2014,26,"M","United States","MA","No","No","No","Rarely","100-500","No","Yes","Yes","Not sure","No","Don't know","Don't know","Don't know","No","No","Some of them","Yes","No","Maybe","Don't know","No"
"304",2014,28,"F","United States","WA","No","Yes","Yes","Often","100-500","Yes","No","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Yes","No","Some of them","Yes","No","No","Yes","No"
"305",2014,37,"F","United States","CA","No","No","Yes","Rarely","More than 1000","No","Yes","Yes","Yes","Don't know","Yes","Don't know","Somewhat easy","No","No","Some of them","Yes","No","No","Yes","No"
"306",2014,26,"M","Canada",NA,"No","Yes","Yes","Often","6-25","No","Yes","Yes","No","No","Don't know","Don't know","Don't know","Maybe","No","Some of them","Some of them","Maybe","Maybe","Yes","No"
"307",2014,30,"NA","United States","IL","No","Yes","Yes","Rarely","26-100","No","Yes","Yes","Not sure","No","No","Don't know","Somewhat easy","Maybe","No","Some of them","Yes","No","No","Don't know","No"
"308",2014,26,"M","United States","IN","No","No","No",NA,"26-100","No","Yes","No","No","No","No","Don't know","Don't know","No","No","Some of them","Some of them","No","No","Don't know","Yes"
"309",2014,25,"M","United States","OR","No","No","No",NA,"26-100","Yes","Yes","Don't know","Not sure","No","Don't know","Don't know","Don't know","No","No","Some of them","Yes","No","No","Don't know","No"
"310",2014,27,"M","United States","TN","No","No","No","Sometimes","100-500","No","Yes","Yes","Not sure","Yes","Yes","Don't know","Don't know","Maybe","No","Some of them","Yes","No","Maybe","Don't know","No"
"311",2014,25,"M","Canada",NA,"No","No","Yes","Often","6-25","Yes","No","Don't know","No","No","Don't know","Don't know","Somewhat difficult","Yes","Maybe","No","No","No","Maybe","Don't know","No"
"312",2014,35,"M","United States","OR","No","No","Yes","Rarely","100-500","No","Yes","Yes","Not sure","Don't know","Yes","Don't know","Don't know","No","No","Some of them","Yes","No","No","Don't know","No"
"313",2014,36,"M","United States","WA","Yes","No","Yes","Never","1-5","No","Yes","No","Yes","No","No","Don't know","Somewhat easy","Maybe","No","Some of them","Yes","No","No","Yes","No"
"314",2014,26,"M","United States","CA","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Yes","Not sure","No","Don't know","Don't know","Don't know","Yes","No","No","No","No","No","No","No"
"315",2014,27,"M","United States","CA","No","Yes","No",NA,"More than 1000","No","Yes","Don't know","No","Don't know","Don't know","Don't know","Very easy","No","No","Yes","Yes","Maybe","Maybe","Yes","No"
"316",2014,30,"M","United States","VT","No","No","No",NA,"6-25","No","No","Don't know","Not sure","No","Don't know","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","No"
"317",2014,29,"M","United States","NY","No","No","No",NA,"100-500","No","No","Don't know","Not sure","No","Don't know","Don't know","Don't know","Maybe","No","No","No","No","Maybe","Don't know","No"
"318",2014,25,"M","United States","UT","No","No","No","Never","More than 1000","No","No","Yes","Yes","Yes","Yes","Yes","Very easy","No","No","Some of them","Yes","Maybe","Maybe","Yes","No"
"319",2014,22,"F","United States","NY","No","Yes","Yes","Often","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Maybe","No","No","Some of them","No","No","Yes","Yes"
"320",2014,29,"M","Latvia","NY","No","No","No",NA,"26-100","No","Yes","No","Yes","No","No","Don't know","Somewhat easy","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","No"
"321",2014,41,"M","United States","SD","No","Yes","Yes","Rarely","100-500","Yes","Yes","Yes","Yes","Don't know","Yes","Yes","Somewhat easy","No","No","Some of them","Yes","Maybe","Maybe","Yes","No"
"322",2014,29,"M","United States","CA","No","No","Yes","Sometimes","More than 1000","No","Yes","Yes","No","No","Don't know","Don't know","Don't know","Yes","No","Some of them","Some of them","No","Maybe","No","No"
"323",2014,32,"M","United States","OR","No","No","No","Never","500-1000","No","Yes","Yes","Not sure","Don't know","Yes","Yes","Somewhat easy","No","No","Some of them","Yes","Maybe","Maybe","Yes","No"
"324",2014,24,"F","United States","CA","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","No","Yes","Yes","Don't know","Maybe","No","Some of them","No","No","Maybe","Don't know","No"
"325",2014,25,"M","United States","CA","No","No","Yes","Rarely","6-25","No","Yes","Yes","No","Don't know","No","Don't know","Don't know","Maybe","No","No","No","No","No","Don't know","No"
"326",2014,25,"M","United States","CA","No","No","No",NA,"More than 1000","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","Maybe","No","No","No","No","Maybe","Don't know","No"
"327",2014,30,"F","United States","CO","No","No","No","Never","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Maybe","Maybe","No","Some of them","No","No","Don't know","No"
"328",2014,25,"M","United States","CA","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Don't know","Not sure","Don't know","Yes","Don't know","Don't know","No","No","Yes","Yes","No","No","Yes","No"
"329",2014,30,"M","United States","OH","Yes","No","No","Never","1-5","Yes","Yes","No","Yes","No","No","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","Maybe","Don't know","No"
"330",2014,33,"M","Germany",NA,"Yes","Yes","Yes","Rarely","1-5","No","No","No","No","No","No","Don't know","Somewhat difficult","Yes","Yes","No","No","Maybe","No","Yes","Yes"
"331",2014,24,"M","United States","WA","No","No","No",NA,"26-100","No","Yes","Yes","Not sure","Yes","Yes","Yes","Very easy","No","No","Some of them","Some of them","No","Maybe","Yes","No"
"332",2014,25,"M","Canada",NA,"No","Yes","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","No","Don't know","Don't know","Don't know","Yes","Maybe","Some of them","No","No","No","No","No"
"333",2014,31,"M","United States","OH","No","No","No",NA,"100-500","No","No","Don't know","No","No","No","Yes","Somewhat easy","Maybe","No","No","No","No","Yes","No","No"
"334",2014,45,"M","Ireland",NA,"Yes","No","Yes","Often","1-5","No","Yes","No","No","No","No","Don't know","Very difficult","No","No","No","No","No","No","Don't know","No"
"335",2014,29,"M","Romania",NA,"No","No","No",NA,"6-25","Yes","No","No","Yes","No","No","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","Maybe","Maybe","No","No"
"336",2014,46,"M","United States","WA","No","No","No","Never","26-100","No","Yes","Yes","Not sure","Yes","Don't know","Don't know","Very easy","No","No","Some of them","Some of them","Maybe","Maybe","Don't know","No"
"337",2014,30,"M","United Kingdom",NA,"No","No","Yes","Sometimes","26-100","No","Yes","Don't know","No","No","Don't know","Don't know","Don't know","Yes","Maybe","No","No","No","Maybe","Don't know","No"
"338",2014,29,"F","United States","CA","Yes","No","No","Sometimes","More than 1000","No","Yes","Yes","Not sure","Don't know","No","Don't know","Very easy","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","No"
"339",2014,24,"M","United States","MA","No","No","No",NA,"More than 1000","No","Yes","Yes","Yes","Don't know","Don't know","Yes","Don't know","Yes","No","No","No","No","Maybe","Don't know","No"
"340",2014,29,"M","United States","WA","No","No","No",NA,"26-100","No","Yes","Yes","Yes","Yes","Yes","Yes","Very easy","No","No","Some of them","Yes","No","Maybe","Yes","No"
"341",2014,35,"M","United States","MI","No","No","No",NA,"26-100","No","No","Don't know","Not sure","No","Don't know","Don't know","Don't know","No","No","Yes","Yes","No","No","No","No"
"342",2014,33,"F","United States","WA","No","Yes","No","Sometimes","26-100","Yes","Yes","No","Yes","No","No","Don't know","Very difficult","Yes","Maybe","Some of them","Some of them","No","Maybe","No","No"
"343",2014,27,"M","United States","CA","No","No","No","Sometimes","More than 1000","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Very easy","Yes","No","No","No","No","Maybe","No","No"
"344",2014,36,"M","United States","IA","No","No","No",NA,"More than 1000","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","No","Don't know","No"
"345",2014,33,"M","United Kingdom",NA,"No","No","No","Rarely","1-5","Yes","Yes","Don't know","No","No","No","Don't know","Don't know","Yes","Maybe","No","No","No","Maybe","No","No"
"346",2014,25,"F","United States","WA","No","Yes","Yes","Sometimes","26-100","No","Yes","Yes","Yes","No","No","Yes","Don't know","No","No","Some of them","Yes","No","No","Don't know","No"
"347",2014,23,"M","United States","AL","No","Yes","Yes","Sometimes","100-500","No","No","Don't know","No","No","No","Don't know","Don't know","No","No","Yes","Yes","Maybe","Yes","Don't know","No"
"348",2014,54,"M","United States","CA","No","Yes","Yes","Never","More than 1000","No","Yes","Don't know","No","Yes","Yes","Don't know","Don't know","No","No","No","Yes","No","No","Don't know","No"
"349",2014,22,"M","United States","CA","No","No","No","Sometimes","More than 1000","No","Yes","Don't know","No","Don't know","Don't know","Don't know","Don't know","Maybe","No","Some of them","No","No","Maybe","Don't know","No"
"350",2014,25,"NA","United States","CA","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","Don't know","Don't know","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","No","Yes","No"
"351",2014,29,"M","Belgium",NA,"No","No","No","Often","6-25","No","No","Don't know","No","No","No","Don't know","Don't know","Maybe","No","Yes","Yes","Maybe","Maybe","Don't know","No"
"352",2014,27,"M","United States","MA","No","No","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Don't know","No","No","No","No","No","Yes","Yes","No"
"353",2014,30,"M","United Kingdom",NA,"No","No","No","Never","6-25","No","Yes","No","No","No","Don't know","Don't know","Very easy","No","No","Some of them","Yes","No","Maybe","Yes","No"
"354",2014,26,"M","United States","CA","No","Yes","Yes","Often","More than 1000","No","Yes","Yes","Not sure","Don't know","Yes","Don't know","Don't know","Maybe","No","Some of them","No","No","No","Don't know","No"
"355",2014,25,"F","Sweden",NA,"No","Yes","No","Sometimes","6-25","No","Yes","Yes","Yes","Yes","No","Don't know","Somewhat easy","No","No","Some of them","Yes","No","No","No","No"
"356",2014,31,"M","United States","CA","No","No","Yes","Sometimes","500-1000","No","No","No","Yes","No","Don't know","Yes","Don't know","No","No","Some of them","No","No","No","No","No"
"357",2014,33,"M","United States","IN","No","Yes","Yes","Sometimes","26-100","No","Yes","Don't know","Not sure","No","No","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","No","Don't know","No"
"358",2014,34,"M","United States","WA","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","Don't know","Yes","Yes","Don't know","Maybe","Maybe","No","No","No","No","Don't know","No"
"359",2014,34,"M","United States","WA","No","No","Yes","Sometimes","100-500","Yes","Yes","No","No","No","No","Don't know","Somewhat easy","Yes","Yes","Some of them","Some of them","No","Maybe","Don't know","No"
"360",2014,29,"M","United States","IN","Yes","No","No",NA,"1-5","Yes","Yes","No","Yes","No","No","Yes","Very easy","No","No","Yes","Yes","Maybe","Maybe","Yes","No"
"361",2014,33,"NA","United States","WA","No","No","No",NA,"6-25","No","Yes","No","No","No","No","Don't know","Somewhat difficult","Maybe","No","Some of them","Some of them","No","No","Don't know","No"
"362",2014,34,"M","Germany",NA,"Yes","Yes","Yes","Rarely","26-100","Yes","Yes","No","No","No","Don't know","Don't know","Somewhat difficult","No","No","Yes","Yes","No","Maybe","Yes","No"
"363",2014,26,"M","United States","OK","Yes","Yes","Yes","Rarely","100-500","Yes","No","No","No","No","Don't know","No","Don't know","Maybe","No","Some of them","Yes","No","Yes","No","No"
"364",2014,32,"M","United States","MI","No","Yes","Yes","Rarely","More than 1000","No","No","Yes","Yes","Yes","Yes","Yes","Don't know","No","No","Some of them","Yes","No","Yes","Yes","No"
"365",2014,329,"M","United States","OH","No","No","Yes","Often","6-25","Yes","Yes","Yes","Yes","No","No","Don't know","Don't know","Maybe","No","Some of them","No","No","No","No","No"
"366",2014,28,"M","United States","GA","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Don't know","Not sure","No","Don't know","Don't know","Somewhat difficult","Maybe","Maybe","No","No","No","No","No","No"
"367",2014,35,"M","United States","CA","No","Yes","No",NA,"More than 1000","No","Yes","Yes","No","Yes","Yes","Yes","Very easy","No","No","Some of them","Yes","No","No","Don't know","No"
"368",2014,36,"M","United States",NA,"No","Yes","Yes","Often","100-500","No","Yes","No","Yes","No","No","Yes","Very easy","No","No","Some of them","Some of them","No","No","Don't know","No"
"369",2014,21,"M","United States","IN","No","Yes","Yes","Rarely","100-500","No","Yes","Yes","No","No","Don't know","Yes","Don't know","No","No","Yes","Yes","Maybe","Maybe","Don't know","No"
"370",2014,21,"M","United Kingdom",NA,"No","No","Yes","Sometimes","6-25","No","No","Don't know","Not sure","No","No","No","Very easy","Yes","No","Some of them","No","No","Maybe","No","No"
"371",2014,22,"F","United States","WA","No","No","No",NA,"More than 1000","No","Yes","Yes","No","Yes","Yes","Yes","Somewhat easy","No","No","No","Some of them","No","No","Yes","No"
"372",2014,41,"M","United States","WA","No","Yes","Yes","Often","More than 1000","No","Yes","Yes","No","Yes","Yes","Don't know","Somewhat difficult","Maybe","No","Yes","Some of them","No","Maybe","No","Yes"
"373",2014,55,"M","United States","PA","No","Yes","Yes","Rarely","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Very easy","No","No","Yes","Yes","No","No","Yes","No"
"374",2014,32,"F","United States","WA","No","No","Yes","Sometimes","26-100","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Maybe","No","Some of them","Yes","No","Maybe","Yes","No"
"375",2014,21,"F","United States","CA","No","Yes","Yes","Rarely","26-100","No","Yes","Don't know","Not sure","Don't know","No","Don't know","Somewhat easy","Yes","No","Some of them","No","No","Yes","Don't know","No"
"376",2014,45,"M","United States","MA","No","No","Yes","Never","26-100","Yes","Yes","Yes","Yes","Don't know","Don't know","Don't know","Don't know","Maybe","No","No","Some of them","No","Maybe","Don't know","No"
"377",2014,27,"F","United States","WA","No","No","Yes","Rarely","More than 1000","No","Yes","Yes","Yes","No","No","Yes","Don't know","Yes","Maybe","No","No","No","No","No","No"
"378",2014,25,"F","United States","WA","No","Yes","Yes","Sometimes","26-100","Yes","Yes","Don't know","No","No","No","Don't know","Don't know","Maybe","No","Some of them","Yes","No","No","Yes","No"
"379",2014,34,"NA","United States","NY","No","Yes","Yes","Rarely","More than 1000","No","No","Yes","Yes","Yes","Yes","Yes","Very difficult","Maybe","Maybe","Some of them","Some of them","No","No","Yes","No"
"380",2014,26,"F","United States","CA","No","Yes","Yes","Never","More than 1000","No","Yes","Yes","Yes","No","Yes","Yes","Don't know","Maybe","No","No","No","No","No","Don't know","No"
"381",2014,41,"M","Canada",NA,"No","No","Yes","Never","500-1000","No","Yes","Yes","Not sure","No","Don't know","Don't know","Somewhat easy","No","No","Some of them","Some of them","No","No","Don't know","No"
"382",2014,27,"M","United States","CA","No","No","Yes","Rarely","More than 1000","No","Yes","Yes","No","Yes","Yes","Yes","Don't know","No","No","Some of them","Yes","No","Maybe","Yes","No"
"383",2014,31,"NA","United States","IN","No","Yes","Yes","Sometimes","26-100","Yes","Yes","Yes","No","No","No","Don't know","Don't know","No","No","Yes","Yes","No","No","Don't know","No"
"384",2014,25,"M","Germany",NA,"No","Yes","Yes","Often","26-100","Yes","Yes","No","No","No","No","Yes","Somewhat easy","No","No","Yes","Yes","No","Yes","No","No"
"385",2014,26,"M","United States","NV","No","No","Yes","Sometimes","6-25","No","Yes","Don't know","No","No","No","Don't know","Don't know","Yes","Yes","Some of them","No","No","No","No","No"
"386",2014,27,"F","United States","CO","No","Yes","Yes","Rarely","More than 1000","Yes","Yes","Yes","Yes","No","Don't know","Don't know","Don't know","Maybe","Maybe","No","Yes","No","No","Don't know","No"
"387",2014,42,"M","New Zealand",NA,"No","No","No","Never","500-1000","No","Yes","Don't know","Not sure","No","No","Don't know","Don't know","No","No","Some of them","Yes","Maybe","Maybe","Don't know","No"
"388",2014,29,"NA","United States","CA","Yes","Yes","Yes","Sometimes","1-5","Yes","Yes","Yes","Yes","No","No","Don't know","Very difficult","Yes","No","Some of them","No","No","Maybe","No","No"
"389",2014,25,"F","United States","CA","No","No","Yes","Sometimes","6-25","No","Yes","Don't know","Not sure","No","No","Don't know","Somewhat difficult","Yes","No","Some of them","No","No","Maybe","Don't know","No"
"390",2014,33,"F","Sweden",NA,"No","Yes","Yes","Rarely","More than 1000","No","Yes","Yes","Yes","No","Yes","Yes","Don't know","Maybe","No","Some of them","No","No","Yes","Don't know","No"
"391",2014,NA,"NA","Zimbabwe",NA,"Yes","Yes","Yes","Often","1-5","No","Yes","No","Yes","No","No","No","Very difficult","Yes","Yes","No","No","Yes","No","No","Yes"
"392",2014,40,"F","United States","PA","No","Yes","Yes","Rarely","More than 1000","No","No","Yes","No","Don't know","Don't know","Don't know","Somewhat easy","Maybe","Maybe","No","No","No","No","Don't know","No"
"393",2014,31,"M","United States","SC","No","No","No","Never","More than 1000","No","Yes","Don't know","No","No","Don't know","Don't know","Somewhat easy","Yes","No","Some of them","No","No","No","Don't know","No"
"394",2014,26,"M","Canada",NA,"No","Yes","Yes","Often","26-100","Yes","Yes","Don't know","No","Don't know","Don't know","Don't know","Very easy","No","No","Yes","Yes","No","No","Yes","No"
"395",2014,24,"F","United States","TX","No","Yes","No",NA,"500-1000","No","No","No","No","No","No","No","Very difficult","Yes","Maybe","No","No","No","Maybe","No","Yes"
"396",2014,29,"M","United States","TX","No","No","No","Never","More than 1000","No","No","Yes","Not sure","No","Don't know","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","No","Don't know","No"
"397",2014,48,"M","United Kingdom",NA,"No","No","No",NA,"26-100","No","Yes","Don't know","No","No","No","Don't know","Don't know","Maybe","Maybe","No","No","No","No","No","No"
"398",2014,35,"M","United Kingdom",NA,"No","No","No","Sometimes","6-25","No","Yes","No","No","No","No","Don't know","Very difficult","Maybe","Maybe","Some of them","Yes","No","Maybe","No","Yes"
"399",2014,32,"F","United States","AL","No","No","No","Never","100-500","No","Yes","Don't know","Not sure","No","No","Don't know","Don't know","Maybe","No","No","Some of them","No","Maybe","Don't know","No"
"400",2014,29,"M","Canada",NA,"No","No","Yes","Sometimes","100-500","No","Yes","Don't know","Not sure","Don't know","Don't know","Yes","Somewhat easy","Maybe","No","Some of them","Some of them","No","Maybe","Yes","No"
"401",2014,26,"M","United States","OR","No","Yes","Yes","Often","6-25","No","Yes","Yes","Yes","No","No","Don't know","Somewhat difficult","Maybe","No","Some of them","Yes","No","No","No","No"
"402",2014,28,"M","United States","NJ","No","Yes","Yes","Sometimes","26-100","No","Yes","Yes","Yes","No","No","Don't know","Don't know","Maybe","No","Some of them","No","No","Maybe","No","No"
"403",2014,23,"M","United States","CA","No","No","No",NA,"More than 1000","No","Yes","Don't know","No","No","Don't know","Don't know","Don't know","No","No","Some of them","Yes","No","Maybe","No","No"
"404",2014,35,"M","United States","CA","No","Yes","Yes","Sometimes","100-500","No","Yes","Yes","Yes","No","No","Don't know","Very difficult","Maybe","Maybe","Some of them","Some of them","No","Maybe","No","Yes"
"405",2014,29,"M","Germany",NA,"No","Yes","Yes","Sometimes","26-100","No","Yes","Don't know","No","No","No","Don't know","Very easy","Maybe","No","Some of them","Some of them","Maybe","Maybe","Don't know","No"
"406",2014,26,"M","United States","CA","No","Yes","No",NA,"6-25","No","Yes","Yes","Yes","No","Yes","Yes","Very easy","No","No","Some of them","Yes","Maybe","Maybe","No","No"
"407",2014,33,"M","United States","NH","No","Yes","Yes","Never","26-100","Yes","Yes","Yes","Yes","Yes","Yes","Don't know","Don't know","Yes","Maybe","Yes","Some of them","No","No","Yes","No"
"408",2014,33,"M","United States","CA","No","No","No",NA,"More than 1000","Yes","Yes","Don't know","No","Don't know","Don't know","Don't know","Don't know","Yes","No","Some of them","No","No","Maybe","Yes","No"
"409",2014,22,"M","Brazil",NA,"Yes","No","No","Never","6-25","Yes","Yes","Don't know","No","No","No","Don't know","Somewhat easy","No","No","Yes","Yes","Maybe","No","Don't know","No"
"410",2014,30,"F","Spain",NA,"No","Yes","No",NA,"500-1000","No","Yes","No","No","No","No","Don't know","Don't know","Yes","Maybe","No","No","No","No","Don't know","No"
"411",2014,33,"M","United States","OH","No","Yes","Yes","Often","More than 1000","Yes","Yes","Yes","Yes","No","No","Don't know","Somewhat easy","Yes","No","No","No","No","No","No","No"
"412",2014,31,"F","United States","OH","No","Yes","Yes","Rarely","More than 1000","No","No","Don't know","Not sure","No","Don't know","Don't know","Very difficult","Yes","Maybe","No","No","No","Maybe","No","No"
"413",2014,21,"M","United States","MA","No","Yes","No","Never","More than 1000","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","No","No","Some of them","Some of them","No","Maybe","Don't know","Yes"
